Q,nflux,nflux_err,time,time_corr
1.0,0.997098863125,0.000270843767794,131.51228827,0.00129444978666
1.0,0.996513545513,0.000270782969892,131.532722925,0.00129540485796
1.0,0.996126651764,0.000270894466667,131.55315748,0.00129635992926
1.0,0.996623456478,0.00027073835372,131.573591935,0.00129731488414
1.0,0.997030377388,0.000270855409326,131.59402649,0.00129826983903
1.0,0.996842861176,0.000271026336122,131.614461145,0.0012992246775
1.0,0.996603429317,0.000270891294349,131.634895599,0.00130017939955
1.0,0.996674716473,0.000270999473287,131.655330154,0.0013011341216
1.0,0.996865510941,0.000271062570391,131.675764809,0.00130208884366
1.0,0.996700704098,0.000271171040367,131.696199363,0.00130304333288
1.0,0.996650218964,0.00027070089709,131.716633818,0.00130399793852
1.0,0.996130168438,0.000270945747616,131.737068372,0.00130495231133
1.0,0.996420443058,0.000270990014542,131.757503027,0.00130590680055
1.0,0.99634629488,0.000271095981589,131.777937481,0.00130686105695
1.0,0.996304810047,0.000270957360044,131.798372035,0.00130781531334
1.0,0.996595263481,0.000271052704193,131.81880669,0.00130876956973
1.0,0.996029138565,0.000270897086011,131.839241144,0.00130972370971
1.0,0.996009290218,0.000270897115115,131.859675698,0.00131067773327
1.0,0.995763242245,0.00027094912366,131.880110252,0.00131163175683
1.0,0.99657034874,0.00027114956174,131.900544806,0.0013125857804
1.0,0.996607124805,0.000271045282716,131.92097936,0.00131353957113
1.0,0.99630689621,0.000271091994364,131.941413913,0.00131449336186
1.0,0.996421337128,0.0002711310226,131.961848467,0.00131544715259
1.0,0.99638479948,0.000271237455308,131.982283021,0.00131640082691
1.0,0.996159732342,0.00027109394432,132.002717574,0.00131735450123
1.0,0.997019588947,0.000271042343229,132.023152028,0.00131830805913
1.0,0.995783030987,0.000271106138825,132.043586682,0.00131926150061
1.0,0.99602419138,0.000270956254099,132.064021235,0.0013202149421
1.0,0.996550798416,0.000271265715128,132.084455688,0.00132116826717
1.0,0.996622204781,0.000271165044978,132.104890242,0.00132212159224
1.0,0.996652185917,0.000271140248515,132.125324895,0.00132307480089
1.0,0.996781170368,0.000271044205874,132.145759348,0.00132402800955
1.0,0.996593117714,0.000271327327937,132.166193901,0.00132498110179
1.0,0.996925652027,0.000271231256193,132.186628554,0.00132593407761
1.0,0.996749103069,0.000271099008387,132.207063107,0.00132688705344
1.0,0.996814012527,0.0002711598936,132.22749756,0.00132783991285
1.0,0.996088445187,0.000270940072369,132.247932113,0.00132879277226
1.0,0.996649444103,0.000271191966021,132.268366766,0.00132974551525
1.0,0.996096849442,0.000271152588539,132.288801218,0.00133069825824
1.0,0.996373653412,0.000271184428129,132.309235771,0.00133165088482
1.0,0.996859073639,0.000271323486231,132.329670423,0.00133260339499
1.0,0.996728479862,0.000271310855169,132.350104876,0.00133355590515
1.0,0.996421456337,0.000271329394309,132.370539428,0.0013345082989
1.0,0.99670779705,0.000271236815024,132.390973981,0.00133546069264
1.0,0.995577156544,0.000271025579423,132.411408533,0.00133641296998
1.0,0.995667159557,0.000271218770649,132.431843085,0.00133736524731
1.0,0.996680438519,0.000271114346106,132.452277637,0.00133831740823
1.0,0.997013151646,0.000271419965429,132.472712289,0.00133926945273
1.0,0.996709764004,0.00027132636751,132.493146742,0.00134022149723
1.0,0.996721506119,0.00027114135446,132.513581293,0.00134117342532
1.0,0.996907234192,0.000271422788501,132.534015745,0.0013421253534
1.0,0.996745169163,0.000271290948149,132.554450397,0.00134307716507
1.0,0.997258901596,0.000271469907602,132.574884949,0.00134402886033
1.0,0.996579408646,0.000271216296824,132.595319401,0.00134498055559
1.0,0.996979892254,0.000271434837487,132.615754052,0.00134593225084
1.0,0.99713242054,0.00027132066316,132.636188604,0.00134688371327
1.0,0.997321307659,0.000271450786386,132.656623155,0.00134783517569
1.0,0.997018396854,0.000271297671134,132.677057607,0.00134878663812
1.0,0.997026085854,0.000271495897323,132.697492258,0.00134973798413
1.0,0.996649205685,0.000271478376817,132.717926809,0.00135068921372
1.0,0.997208654881,0.000271520548267,132.73836126,0.00135164044332
1.0,0.99631524086,0.000271263561444,132.758795912,0.0013525915565
1.0,0.996796071529,0.000271474535111,132.779230463,0.00135354266968
1.0,0.99710971117,0.000271379045444,132.799664914,0.00135449366644
1.0,0.996980011463,0.000271529803285,132.820099465,0.00135544454679
1.0,0.9964376688,0.000271419034107,132.840534115,0.00135639542714
1.0,0.997499704361,0.000271358265309,132.860968566,0.00135734619107
1.0,0.997170507908,0.000271518249065,132.881403117,0.001358296955
1.0,0.996250092983,0.0002713536378,132.901837768,0.00135924760252
1.0,0.996571958065,0.000271389813861,132.922272218,0.00136019813363
1.0,0.997135102749,0.000271393131698,132.942706769,0.00136114866473
1.0,0.99664080143,0.000271413155133,132.963141319,0.00136209907942
1.0,0.996908724308,0.000271379656624,132.983575969,0.00136304937769
1.0,0.997100710869,0.000271562690614,133.00401042,0.00136399967596
1.0,0.996785759926,0.000271559983958,133.02444497,0.00136494997423
1.0,0.996988773346,0.000271508673904,133.04487952,0.00136590003967
1.0,0.997130513191,0.000271659198916,133.06531407,0.00136685022153
1.0,0.996915876865,0.00027164304629,133.08574862,0.00136780017056
1.0,0.997407495975,0.000271727127256,133.10618317,0.00136875011958
1.0,0.997377514839,0.000271613738732,133.12661772,0.00136969995219
1.0,0.997745037079,0.00027174281422,133.14705227,0.0013706497848
1.0,0.9975040555,0.000271684111794,133.16748682,0.001371599501
1.0,0.997570037842,0.000271806347882,133.187921369,0.00137254921719
1.0,0.997263014317,0.00027181947371,133.208356019,0.00137349881697
1.0,0.997303843498,0.000271692610113,133.228790468,0.00137444830034
1.0,0.998013556004,0.00027183999191,133.249225018,0.00137539766729
1.0,0.997596740723,0.00027174007846,133.269659567,0.00137634703424
1.0,0.997514545918,0.000271730241366,133.290094116,0.00137729640119
1.0,0.998006522655,0.000271891301963,133.310528666,0.00137824565172
1.0,0.998062849045,0.000271845201496,133.330963115,0.00137919478584
1.0,0.998099982738,0.000271798344329,133.351397764,0.00138014380354
1.0,0.998181343079,0.000271843804512,133.371832313,0.00138109282125
1.0,0.9981970191,0.000271759723546,133.392266862,0.00138204172254
1.0,0.997839748859,0.000271836179309,133.412701411,0.00138299062382
1.0,0.997972249985,0.000271951517789,133.433135959,0.0013839394087
1.0,0.998210310936,0.000271991273621,133.453570508,0.00138488819357
1.0,0.997764348984,0.000271793891443,133.474004957,0.00138583674561
1.0,0.998400688171,0.00027199255419,133.494439605,0.00138678541407
1.0,0.998259305954,0.000271955679636,133.514874154,0.0013877338497
1.0,0.998443365097,0.000271952623734,133.535308602,0.00138868228532
1.0,0.998158037663,0.000271897530183,133.555743251,0.00138963060454
1.0,0.997835695744,0.000271888449788,133.576177799,0.00139057892375
1.0,0.998218178749,0.000271898810752,133.596612247,0.00139152712654
1.0,0.998676896095,0.000271985976724,133.617046795,0.00139247532934
1.0,0.998269975185,0.000272032135399,133.637481443,0.00139342329931
1.0,0.998762011528,0.000272003089776,133.657915991,0.00139437126927
1.0,0.998474478722,0.000271874188911,133.678350439,0.00139531923924
1.0,0.998869597912,0.000271990546025,133.698785087,0.00139626709279
1.0,0.998495042324,0.00027203708305,133.719219635,0.00139721482992
1.0,0.998566806316,0.000272104662145,133.739654083,0.00139816256706
1.0,0.998234033585,0.000271921977401,133.76008863,0.00139911018778
1.0,0.998659551144,0.000271990662441,133.780523278,0.00140005769208
1.0,0.998712182045,0.000272087578196,133.800957725,0.00140100519639
1.0,0.998368501663,0.000271954282653,133.821392273,0.00140195258427
1.0,0.998490810394,0.000272064993624,133.84182682,0.00140289985575
1.0,0.99941444397,0.00027204368962,133.862261367,0.00140384712722
1.0,0.999191343784,0.000272141507594,133.882695914,0.00140479428228
1.0,0.998897373676,0.000272096687695,133.903130461,0.00140574132092
1.0,0.998515307903,0.000272048055194,133.923565008,0.00140668835957
1.0,0.997238993645,0.000271877797786,133.943999555,0.00140763528179
1.0,0.99720877409,0.000271933473414,133.964434102,0.00140858220402
1.0,0.997106909752,0.000271868921118,133.984868549,0.00140952900983
1.0,0.99864333868,0.000271941884421,134.005303196,0.00141047569923
1.0,0.999075591564,0.000272166507784,134.025737742,0.00141142238863
1.0,0.999369263649,0.000272050645435,134.046172189,0.00141236896161
1.0,0.999170422554,0.000272143312031,134.066606835,0.00141331541818
1.0,0.999088764191,0.000272151111858,134.087041382,0.00141426187474
1.0,0.998804986477,0.000272174336715,134.107475828,0.00141520821489
1.0,0.999043047428,0.000272162695182,134.127910374,0.00141615443863
1.0,0.998786568642,0.00027213638532,134.148345021,0.00141710066237
1.0,0.998641729355,0.000272145640338,134.168779567,0.00141804676969
1.0,0.998784959316,0.000272008532193,134.189214013,0.00141899276059
1.0,0.999163985252,0.000272059958661,134.209648659,0.0014199387515
1.0,0.999395728111,0.000272236851742,134.230083205,0.00142088462599
1.0,0.998908519745,0.000272197736194,134.25051765,0.00142183038406
1.0,0.998938441277,0.000272176723229,134.270952196,0.00142277614214
1.0,0.998780965805,0.000272095465334,134.291386842,0.00142372178379
1.0,0.999374210835,0.000272178003797,134.311821287,0.00142466730904
1.0,0.999144971371,0.000272231380222,134.332255833,0.00142561283428
1.0,0.999544680119,0.000272288976703,134.352690478,0.00142655824311
1.0,0.999705612659,0.000272194884019,134.373124924,0.00142750365194
1.0,0.999327659607,0.000272209901595,134.413994014,0.00142939400394
1.0,0.999315440655,0.000272182951448,134.434428559,0.00143033917993
1.0,0.99919372797,0.000272152508842,134.454863104,0.00143128423952
1.0,0.99982881546,0.000272286619293,134.475297649,0.00143222918268
1.0,0.999110400677,0.000272269709967,134.495732294,0.00143317400943
1.0,0.999352455139,0.00027223964571,134.516166739,0.00143411883619
1.0,0.99955034256,0.000272377161309,134.536601284,0.00143506354652
1.0,0.998766481876,0.000272282486549,134.557035728,0.00143600814044
1.0,0.998898983002,0.000272229488473,134.577470373,0.00143695273437
1.0,0.999012827873,0.000272327044513,134.597904917,0.00143789721187
1.0,0.999076247215,0.000272258155746,134.618339362,0.00143884157296
1.0,0.998924434185,0.000272218458122,134.638773906,0.00143978593405
1.0,0.999127209187,0.000272164412308,134.65920855,0.00144073017873
1.0,0.999306976795,0.00027228196268,134.679643094,0.00144167430699
1.0,0.999277889729,0.000272219302133,134.700077638,0.00144261843525
1.0,0.999052941799,0.000272288976703,134.720512182,0.00144356244709
1.0,0.99921143055,0.00027224959922,134.740946726,0.00144450645894
1.0,0.998896598816,0.000272362522082,134.76138117,0.00144545023795
1.0,0.999091863632,0.000272291334113,134.781815714,0.00144639401697
1.0,0.998235404491,0.000272146920906,134.802250358,0.00144733767956
1.0,0.998149991035,0.000272137025604,134.822684901,0.00144828134216
1.0,0.997427523136,0.000272204779321,134.843119345,0.00144922488835
1.0,0.998286306858,0.0002722084173,134.863553988,0.00145016831812
1.0,0.998031258583,0.000272298784694,134.883988532,0.00145111174788
1.0,0.99804776907,0.000272170756944,134.904423075,0.00145205494482
1.0,0.999428570271,0.000272202247288,134.924857518,0.00145299825817
1.0,0.999052345753,0.00027224724181,134.945292161,0.0014539413387
1.0,0.999155580997,0.000272369157756,134.965726704,0.00145488441922
1.0,0.99903845787,0.000272228353424,134.986161147,0.00145582738332
1.0,0.999008178711,0.000272231205599,135.00659579,0.00145677023102
1.0,0.998782813549,0.000272164383205,135.027030333,0.00145771307871
1.0,0.998996257782,0.000272146629868,135.047464776,0.00145865580998
1.0,0.998751759529,0.000272154225968,135.067899318,0.00145959842484
1.0,0.999381780624,0.000272247183602,135.088333961,0.00146054103971
1.0,0.999289810658,0.000272263074294,135.108768404,0.00146148353815
1.0,0.99881786108,0.000272026285529,135.129202946,0.00146242592018
1.0,0.998691618443,0.000272007368039,135.149637588,0.00146336830221
1.0,0.998745679855,0.000272205565125,135.17007213,0.00146431045141
1.0,0.998984992504,0.000272111908998,135.190506573,0.00146525260061
1.0,0.99905371666,0.000272145669442,135.210941115,0.00146619474981
1.0,0.999248325825,0.000272182543995,135.231375757,0.00146713678259
1.0,0.999037981033,0.000272193457931,135.251810199,0.00146807869896
1.0,0.999100148678,0.000272209523246,135.27224474,0.00146902049892
1.0,0.998869776726,0.000272126257187,135.292679182,0.00146996218245
1.0,0.999211907387,0.000272168661468,135.313113824,0.00147090386599
1.0,0.998956263065,0.000272183155175,135.333548366,0.00147184554953
1.0,0.999014079571,0.000272148201475,135.353982807,0.00147278700024
1.0,0.999094307423,0.000272242585197,135.374417448,0.00147372845095
1.0,0.999068081379,0.000272223143838,135.39485199,0.00147466978524
1.0,0.998688042164,0.000272247882094,135.415286531,0.00147561100312
1.0,0.999155938625,0.000272178440355,135.435720972,0.00147655222099
1.0,0.99859726429,0.000272109202342,135.456155613,0.00147749332245
1.0,0.998763799667,0.000272123113973,135.476590154,0.0014784343075
1.0,0.998924732208,0.000272167089861,135.497024595,0.00147937529255
1.0,0.999014735222,0.00027223219513,135.517459236,0.00148031604476
1.0,0.998645663261,0.000272051285719,135.537893777,0.00148125691339
1.0,0.998493134975,0.000272073230008,135.558328218,0.00148219754919
1.0,0.998789250851,0.000272057804978,135.578762758,0.00148313818499
1.0,0.998421728611,0.000272084987955,135.599197399,0.00148407870438
1.0,1.00008940697,0.00027238970506,135.619631839,0.00148501910735
1.0,0.998828649521,0.000272033503279,135.640066379,0.0014859593939
1.0,0.99812078476,0.000272173405392,135.66050102,0.00148689968046
1.0,0.999057292938,0.0002721863857,135.68093556,0.0014878398506
1.0,0.998893499374,0.000271975732176,135.70137,0.00148877990432
1.0,0.998931050301,0.000272132834652,135.72180454,0.00148971995804
1.0,0.998797476292,0.000272076460533,135.74223918,0.00149065989535
1.0,0.998042285442,0.00027214360307,135.76267362,0.00149159971625
1.0,0.998696565628,0.000271995697403,135.783108159,0.00149253942072
1.0,0.99883878231,0.000271971366601,135.803542799,0.0014934791252
1.0,0.998814046383,0.000272141216556,135.823977239,0.00149441871326
1.0,0.998556017876,0.000272092816886,135.844411778,0.00149535830133
