Lac_m_bias,Lac_b_bias,Lac_rval_bias,Lac_pval_bias,Lac_stderr_bias,Lac_m,Lac_b,Lac_rval,Lac_pval,Lac_stderr
0.9151218336391214,2.3126959541314345,0.9409739002718669,1.750986008377689e-07,0.09129806117483619,0.3249936157582483,1.207357392444281,0.9849156061152983,0.00033959226481423824,0.028548334079837725
0.9901020266346219,2.305021977440265,0.9395575039498378,2.0357291497331907e-07,0.10007081418831063,0.26228124267047115,0.8862211967045974,0.9975082623896133,0.00014925363947991153,0.010709903300009661
0.963783083358141,2.2151352916656286,0.9311370067230569,4.6554065327402687e-07,0.10468718620451589,0.23166243346112433,0.7828097508446719,0.9990029757070592,3.778570301147639e-05,0.0059770624737443215
0.9636882324419777,2.2512329901469714,0.9393959351858855,2.0705442074553117e-07,0.09754394604773575,0.26308778411537675,0.8932443813241392,0.9866742217942912,0.0018429040528388364,0.025048163676127975
0.9840856717297031,2.344776824353021,0.9456253379292728,1.038721663358599e-07,0.09387933919526037,0.3128526094044108,1.0400237693734629,0.9990866692829048,3.312961938166872e-05,0.00772513065925668
0.9615792014625134,2.32110476858377,0.9546458258491901,3.2655704844749184e-08,0.08317901571595833,0.4753796712184122,1.3790482281190881,0.982216372733344,0.00047157399628909965,0.04543485477344155
0.9483635243075001,2.26384581844409,0.9395681543006756,2.0334515578287145e-07,0.09584298452954704,0.3108768869568884,1.0570899412041577,0.9830503661990047,0.0004285003981056907,0.028988764195116735
0.9207880925220905,2.3121220017292217,0.9423168628815377,1.5126441717559708e-07,0.09071425358837219,0.33923255889214626,1.205974787362039,0.9783002699794867,0.0007012084586383366,0.03592267173726036
0.965364162615661,2.3209223689210785,0.9358206983656995,2.97917488615341e-07,0.10084558919179377,0.22462956846024626,0.884717997721943,0.9946920845166801,0.00046384595576320626,0.013415830577935868
0.9770673639943225,2.1912454006337505,0.9285852256067247,5.860773141328602e-07,0.10830400419519105,0.19603905603923685,0.6504504359173857,0.9860126707000588,0.0019816308875349495,0.01913189050416163
0.9368371644438124,2.29899021143304,0.9450981972284478,1.1045279073307072e-07,0.08984203248134601,0.3876383666365236,1.2475666463332493,0.9809832984391654,0.0005390138555333995,0.03834803793640021
0.9500747667075593,2.2725433933018047,0.9436627109439681,1.3017213893061224e-07,0.0924012267926782,0.37620745778427206,1.181720118337941,0.9891518489196772,0.00017588525466329935,0.027934845204836533
0.9421909966826945,2.289930846293971,0.9426832843988839,1.4525652978117418e-07,0.09250029489474045,0.3239060179177456,1.1261750630992942,0.9804007150679104,0.0005724335988095526,0.03254483338613237
0.960691532892528,2.216507802155241,0.9310048442181568,4.712263221731958e-07,0.10446271946694163,0.20026755269883767,0.7422976896343543,0.9902460100629563,0.0011547045472582085,0.016268645458745744
0.9607783341253319,2.2479401518808917,0.9409554777456646,1.754462406588806e-07,0.09586940748929958,0.37877968316885685,1.1211189044082968,0.9884526098747904,0.0001992434507459139,0.029033565300535278
0.9544001816437396,2.207435988099914,0.9271800265314275,6.629236870102935e-07,0.10695009407243344,0.16436529285157042,0.6712316976723192,0.9940949684483994,0.0005442295751568278,0.010358709286575337
0.9777688636816927,2.3397391492757165,0.9434118256566465,1.3390466360755434e-07,0.09532536423527738,0.3239498710483548,1.0691961802575194,0.9942108847754982,0.000528292763342851,0.020212978243330904
0.9672116140959897,2.2549329940222576,0.9423035612501204,1.5148637449937978e-07,0.09529981361274519,0.28768494447473747,0.9243066506570332,0.9815975617517113,0.0029884394407178115,0.032312342995055525
0.9700951688549312,2.231947971223206,0.9377559208822804,2.453129550060132e-07,0.09964405895689026,0.2537900641468172,0.8222589086145711,0.9928677390067872,0.000722286549518253,0.017594439675840273
0.9640534236474204,2.2404831312998117,0.9385788569521446,2.2543570983839656e-07,0.09830131815096245,0.26891739838814793,0.8802208500170119,0.9906931224808193,0.0010762982579519457,0.021331592706599317
0.9646567680512577,2.2300488291624223,0.9349829726491196,3.2345576002355295e-07,0.10149614939916,0.25104163697624704,0.8424438758501152,0.9940628487684854,0.0005486733622745377,0.015864623304338854
0.9569417296362198,2.255748742651428,0.9401050765756468,1.9213663529237277e-07,0.0962376594958038,0.36653572058854056,1.0949808391123381,0.9697807461144212,0.0013560067968340702,0.04610664958495239
0.9493636066412933,2.2736323867206343,0.9440246720730918,1.2494123504008153e-07,0.0920082494345727,0.3904596573660332,1.2165460025772799,0.990739095406334,0.00012824940309000637,0.026755973060927255
0.9647242540226716,2.268575443181624,0.942764184816602,1.4395743374670722e-07,0.09463949760331104,0.306478789090851,0.9584913265579964,0.9914154849649297,0.0009535588131236649,0.02333581217177651
0.9287114372325939,2.316364865649896,0.9479418425300113,7.871329729694186e-08,0.08652862725489402,0.40598501483330596,1.3600721562981826,0.9891168310308035,0.00017702053063097415,0.03019536253389463
0.971257203416894,2.19052133858824,0.9271896857343219,6.623680292682626e-07,0.10883101234020075,0.1671121063480694,0.6179949593655876,0.9874469006816509,0.001685158875557134,0.015433228436407934
0.959438821706969,2.295331353902175,0.949100810389941,6.818929907564204e-08,0.08830917994753336,0.40333258344362966,1.2245666031525664,0.9844364090240709,0.0003614530978538718,0.03600137951388507
0.9762754443063125,2.2046893366987956,0.9320633593569225,4.2727875170720466e-07,0.10524899808440341,0.2196063615710556,0.7092606247636335,0.9802553722479195,0.0033206021436134,0.02557585337079358
0.973351201232438,2.196960422979179,0.9289024983244056,5.698015448687016e-07,0.10762423313818886,0.18643224570006686,0.6544142111293066,0.9869517712484625,0.0017857035269061078,0.01756038028092929
0.9661448224926397,2.2246545836385305,0.9341151418597698,3.5182198617460413e-07,0.10240097996248083,0.22551090741276728,0.776489810717728,0.9917763344461294,0.0008941195030318013,0.016801427720355415
0.9399276395847846,2.27456194156255,0.9401361989376286,1.9150316942342864e-07,0.09449965508247025,0.3424137026121818,1.1373393151678666,0.9787162981380496,0.0006746732318912715,0.03589877826035879
0.9501938993893546,2.2780654427160405,0.9431120820809955,1.3848145463642012e-07,0.09290438197288918,0.3858646952212352,1.1720286520954848,0.972600067938177,0.0011158490799964833,0.04611742160181521
0.9773280927202609,2.207953839683282,0.9328297908251059,3.976477730510938e-07,0.10470115072610647,0.2367038845990896,0.7254982001622107,0.9865284629463612,0.0018731822846941703,0.022661628151505728
0.9672968427996619,2.2381731560778486,0.9377843007065918,2.4460381019157133e-07,0.09933169493660043,0.2765043999018934,0.8915898181469475,0.9948273020034013,0.0004462438917248091,0.016300650540335086
0.9852342759749535,2.3329770895439452,0.9445772255716058,1.1729679769481608e-07,0.09497014362856038,0.3077349334609619,1.0069240615344406,0.9963391205011023,0.00026575006522216484,0.01524469938064807
