D_m_bias,D_b_bias,D_rval_bias,D_pval_bias,D_stderr_bias,D_m,D_b,D_rval,D_pval,D_stderr
1.0171128523629738,3.788326682770016,0.9417105464124117,1.616633792361457e-07,0.10077835581943292,1.5881793886069757,4.945092636789623,0.9997342734511048,1.0590651662628703e-07,0.01831001066699662
0.9723951051432472,3.772061104264234,0.9239117048094628,8.748133804171294e-07,0.11168429676056191,1.6815452000549143,5.240395784206664,0.999983323143469,8.175306803855727e-08,0.0056069340065370505
1.0100128630245895,3.8531570278421006,0.9247309030785554,8.170188958844164e-07,0.11530103869041768,1.7766517072987074,5.393778340627537,0.9998293378626328,2.676261275687112e-06,0.018953126096499504
1.01038753358143,3.8377546273621173,0.9280423886781396,6.148270339327122e-07,0.11247218901304253,1.7776696185364282,5.380142630837641,0.9999910435279069,3.2176495375864655e-08,0.004343870069008497
0.984830983992771,3.7355901966305285,0.9324402801363733,4.124836366043855e-07,0.10584393124601837,1.663866795404641,5.111967285395444,0.9997547095688395,4.611463626436931e-06,0.02128105412815691
1.0142952202613373,3.782885887717842,0.9412734084234353,1.6952732382383013e-07,0.10091080335746057,1.6151215112413775,4.998498783311474,0.9987341856202735,2.4024149675261737e-06,0.0406712783373995
1.0108798986869518,3.8245382055883668,0.9327233735101641,4.0165592123635945e-07,0.10839068900526162,1.6626368888708367,5.146508123540455,0.9995010074951588,3.734281568814542e-07,0.026271931608055396
1.020223322182286,3.7853173232612694,0.9423869452633502,1.5009949094435254e-07,0.1004436847884168,1.6072990977947468,4.964801370470251,0.9996932761469947,1.4110485478692505e-07,0.019909273050767343
0.9810785057697069,3.7625722054468884,0.9265321270106223,7.010969330347496e-07,0.11048630840981277,1.7067535546030812,5.2401226166239585,0.9995236094554626,1.2480946464955958e-05,0.030427198409342146
0.9974994076329337,3.873907626269112,0.9185444682205327,1.3446172990453277e-06,0.11906579354642324,1.7961286077083707,5.507386363070577,0.9999761259101424,1.4003046737693828e-07,0.007165772055299272
1.0109025099892903,3.8000824733871115,0.9392356630581122,2.1055719332411515e-07,0.10247140726215437,1.5852411023968784,4.97922687877022,0.9991895749035293,9.849171164059491e-07,0.03193014305932294
1.0073926817116994,3.817744236923848,0.9354864881826784,3.0789528299066124e-07,0.10553827950392633,1.594570776662003,5.030345424398099,0.9994281608748418,4.904064818999119e-07,0.026974416444541877
1.010385246861357,3.806669749986969,0.9358813748144342,2.961354081742499e-07,0.10549356947407965,1.636177016107449,5.078111844309435,0.9993800986906153,5.76297342961283e-07,0.028818976610955237
1.0015464744963742,3.8572911212122145,0.9239633144575924,8.710741050575833e-07,0.11498857301309479,1.743643400840795,5.375649040553439,0.9999086261202891,1.0484820574733049e-06,0.01360983429591743
1.0005194456952264,3.841783847787377,0.9287408955591911,5.780436359645119e-07,0.11076853523287669,1.639673556907492,5.167407629010302,0.998561976220027,3.1003817340547963e-06,0.04401434229457851
0.998380656261145,3.8663940956583174,0.9218896296546276,1.0322786455737619e-06,0.11637618662907877,1.7634766237023296,5.439759161438991,0.9999919969685275,2.7177851620480713e-08,0.004073370808721109
0.9717365149768533,3.746737394184367,0.9295897612659798,5.358399825675892e-07,0.10686510484349816,1.6140444205889208,5.08818007708442,0.9998695394806474,1.7887267965122342e-06,0.01505399965881686
1.0026410315157384,3.8345668147580874,0.9294992388944041,5.402137737628707e-07,0.11034279166508332,1.7316750158322258,5.328923311785662,0.9999927571068843,2.3399226430710807e-08,0.0038052146394728335
0.998264193331601,3.8505560975315816,0.9254312126434046,7.701788576636569e-07,0.1133632318413687,1.7399521550624768,5.378927405008442,0.9999773435093214,1.2945574969306314e-07,0.006762314694143496
0.997730752112603,3.8464444806114924,0.9266743946414956,6.925609107569134e-07,0.11223970343482247,1.729305128260958,5.358910401427912,0.9999829486335704,8.452234305428696e-08,0.005830571797138079
0.999663596651617,3.8568186033650083,0.9234605827440787,9.080742206788051e-07,0.11519882769963015,1.722578548406574,5.339357547965168,0.9999495859351374,4.296928695355463e-07,0.009986784633154513
